Pricing group,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022
85,"0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593","0,03593"
86,"0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734","0,03734"
87,"0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555","0,03555"
88,"0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925","0,02925"
89,"0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670","0,02670"
90,"0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508","0,02508"
91,"0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242","0,07242"
92,"0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718","0,06718"
93,"0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462","0,06462"
94,"0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474","0,05474"
95,"0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062","0,05062"
96,"0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925","0,04925"
97,"0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486","0,04486"
98,"0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947","0,03947"
99,"0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284","0,04284"
100,"0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062","0,03062"
101,"0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001","0,04001"
102,"0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386","0,03386"
103,"0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640","0,03640"
104,"0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105","0,03105"
105,"0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227","0,03227"
106,"0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224","0,06224"
107,"0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713","0,05713"
108,"0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749","0,05749"
109,"0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008","0,05008"
110,"0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703","0,04703"
111,"0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426","0,04426"
112,"0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601","0,04601"
113,"0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820","0,03820"
114,"0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946","0,03946"
115,"0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151","0,03151"
116,"0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843","0,03843"
117,"0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333","0,03333"
118,"0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689","0,03689"
119,"0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093","0,03093"
120,"0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332","0,03332"
121,"0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647","0,05647"
122,"0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149","0,05149"
123,"0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916","0,03916"
124,"0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928","0,03928"
125,"0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657","0,03657"
126,"0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902","0,03902"
127,"0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209","0,03209"
128,"0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508","0,03508"
